x_m,y_m,A_Wb_per_m,Bx_T,By_T,weight,region_id,r_m
-7.009494351443000537e-02,2.470324724812474754e-02,7.874291903639792176e-04,-7.057988532693961056e-05,-1.987552582938761458e-04,1.699779249448123697e-01,2.000000000000000000e+00,7.432059964029566479e-02
7.428800337628961581e-02,-3.456782506662633286e-02,7.858973720785577708e-04,8.211262080728729353e-05,1.726726638582763099e-04,1.699779249448123697e-01,2.000000000000000000e+00,8.193681697181369461e-02
-6.768045707149869528e-02,-5.759969395104995449e-02,7.846205524648373116e-04,1.151276426293931240e-04,-1.353110057543762703e-04,1.699779249448123697e-01,2.000000000000000000e+00,8.887276867894686183e-02
7.754625124254241331e-02,1.742369238604861426e-02,7.863754040072783343e-04,-4.283073992262112029e-05,1.929146455834818044e-04,1.699779249448123697e-01,2.000000000000000000e+00,7.947959573459818794e-02
5.294297825544935776e-02,8.062374653453120710e-02,7.833355301376159017e-04,-1.360890222349970104e-04,8.983248770069959832e-05,1.699779249448123697e-01,2.000000000000000000e+00,9.645282500694998817e-02
2.058914190151383064e-02,7.225541256693443493e-02,7.872593140415704233e-04,-2.014365504669532025e-04,5.921409675244383123e-05,1.699779249448123697e-01,2.000000000000000000e+00,7.513160060492907188e-02
8.475526618667127143e-02,-1.302241681491725193e-02,7.851827314073348083e-04,2.736990357127773430e-05,1.818996372443003112e-04,1.699779249448123697e-01,2.000000000000000000e+00,8.574985997699904883e-02
1.390815196270185454e-02,6.981605516450209437e-02,7.881062882283117752e-04,-2.163106379812496918e-04,4.088103739486800158e-05,1.699779249448123697e-01,2.000000000000000000e+00,7.118790803044017235e-02
-7.420816887972422893e-02,-7.370392340366089395e-03,7.873760025576210034e-04,1.970904809961924523e-05,-2.114664804148882885e-04,1.699779249448123697e-01,2.000000000000000000e+00,7.457328618032464662e-02
7.011813308124867361e-02,-2.972916455186628074e-02,7.870450822011899709e-04,8.085706921736850595e-05,1.888379104662841741e-04,1.699779249448123697e-01,2.000000000000000000e+00,7.616019834369945618e-02
5.808029032252715051e-02,-8.380484078685383406e-03,7.911393855581745280e-04,3.735276630510596309e-05,2.623032718376560896e-04,1.699779249448123697e-01,2.000000000000000000e+00,5.868179136105287907e-02
4.832844918896564076e-03,5.625452162211003887e-02,7.917451926537767779e-04,-2.783869682931817339e-04,2.287624990038826783e-05,1.699779249448123697e-01,2.000000000000000000e+00,5.646173565294065888e-02
8.254496753741656645e-02,2.631544713371846908e-02,7.850208203609851864e-04,-5.445809668070784534e-05,1.725228688642218211e-04,1.699779249448123697e-01,2.000000000000000000e+00,8.663818109586954308e-02
4.902958324294600517e-02,7.079889126671350119e-02,7.851154651696705443e-04,-1.496762254872195891e-04,1.027114588857761928e-04,1.699779249448123697e-01,2.000000000000000000e+00,8.611842449541731725e-02
7.968660193779333878e-02,3.349430292129376707e-02,7.850566784552909846e-04,-7.043466459210007222e-05,1.670058498839324809e-04,1.699779249448123697e-01,2.000000000000000000e+00,8.643970648131399370e-02
1.739403513577923374e-02,4.843238463843655556e-02,7.932014123160984701e-04,-2.836653566213229692e-04,1.021036289943975906e-04,6.799116997792494788e-01,2.000000000000000000e+00,5.146113426723305379e-02
-6.392105753471226393e-02,-2.938026078308963313e-02,7.882913844177415544e-04,9.361773477703939222e-05,-2.015089226618751073e-04,1.699779249448123697e-01,2.000000000000000000e+00,7.034984946706247799e-02
5.380424857149314344e-02,-3.299510100152681924e-02,7.899962620657756049e-04,1.278658587118646731e-04,2.130091760008045402e-04,1.699779249448123697e-01,2.000000000000000000e+00,6.311555952729863694e-02
-8.881725571551654652e-02,-2.115728612664289493e-02,7.841972321873186746e-04,4.053858993930423913e-05,-1.660522125561980406e-04,1.699779249448123697e-01,2.000000000000000000e+00,9.130244065237298756e-02
-6.649578038339075403e-02,-6.732784863394078445e-02,7.836348284247678705e-04,1.169578334236880796e-04,-1.161813449066553377e-04,1.699779249448123697e-01,2.000000000000000000e+00,9.462942465465473685e-02
1.964399176160175342e-02,6.296202360841199330e-02,7.893040730237292114e-04,-2.296859081652669271e-04,7.367735277539912261e-05,1.699779249448123697e-01,2.000000000000000000e+00,6.595530933288167030e-02
2.707950078893631846e-02,-8.231384651674282515e-02,7.850180446810090668e-04,1.718083125743605655e-04,5.678390549316582846e-05,1.699779249448123697e-01,2.000000000000000000e+00,8.665372866391785056e-02
-4.349857880587571640e-02,-3.972523968217282764e-02,7.910789803458864646e-04,1.834462090797889147e-04,-1.973041194078573881e-04,1.699779249448123697e-01,2.000000000000000000e+00,5.890858193792360142e-02
4.439927440097891226e-02,-5.091510949295335181e-02,7.889285248083208711e-04,1.754021072833039164e-04,1.531941798369900235e-04,1.699779249448123697e-01,2.000000000000000000e+00,6.755474773850354830e-02
5.644999678302504292e-02,-1.879645139240674473e-02,7.909230554273209528e-04,8.554264901978610408e-05,2.514122420370637425e-04,1.699779249448123697e-01,2.000000000000000000e+00,5.949713204643268527e-02
-3.925053468671117068e-02,5.554998898561101101e-02,7.888208191241502087e-04,-1.853421708852635017e-04,-1.331479721462260318e-04,1.699779249448123697e-01,2.000000000000000000e+00,6.801768703428706653e-02
7.324539063586474330e-02,4.685762324018539343e-02,7.849645839992465055e-04,-9.569569661270390650e-05,1.526451073427292958e-04,1.699779249448123697e-01,2.000000000000000000e+00,8.695127431567398202e-02
1.455121642052134047e-02,9.547624797337055103e-02,7.833146719271480516e-04,-1.614509882351386266e-04,2.456729584328920806e-05,1.699779249448123697e-01,2.000000000000000000e+00,9.657873382059528611e-02
-5.862121529495919331e-02,2.413443964075896730e-02,7.899262770997097539e-04,-9.520723598315445669e-05,-2.295735278070423812e-04,1.699779249448123697e-01,2.000000000000000000e+00,6.339493717507255210e-02
7.635691256114572611e-02,-2.711484217656341678e-02,7.860717596092352700e-04,6.530320315804098957e-05,1.808188259512803948e-04,1.699779249448123697e-01,2.000000000000000000e+00,8.102834542387248040e-02
-6.357324780204201553e-02,6.098258294977266375e-02,7.847591137764513671e-04,-1.231173243549923079e-04,-1.279639199770172360e-04,1.699779249448123697e-01,2.000000000000000000e+00,8.809332130942586214e-02
1.278333161552605395e-02,-9.738328884592692414e-02,7.830504756802222953e-04,1.590185502094629527e-04,2.141819370203473555e-05,6.799116997792494788e-01,2.000000000000000000e+00,9.821872791704107375e-02
-8.141004580097127574e-02,-2.116265730804055278e-02,7.854852130753319471e-04,4.806139680862342786e-05,-1.801238024510398033e-04,1.699779249448123697e-01,2.000000000000000000e+00,8.411571566392217481e-02
2.722048859271747681e-02,6.059989260286764712e-02,7.891918541687210648e-04,-2.149541955006314736e-04,9.751160589854644548e-05,1.699779249448123697e-01,2.000000000000000000e+00,6.643268760712120469e-02
-3.645973777530739368e-02,7.656222108984526986e-02,7.853576800790086068e-04,-1.688230839634811801e-04,-7.915942467286273129e-05,1.699779249448123697e-01,2.000000000000000000e+00,8.480027226875232194e-02
-4.001605258564949058e-02,-5.746650544489074336e-02,7.883643385567859615e-04,1.841800346638561379e-04,-1.289672724679702105e-04,1.699779249448123697e-01,2.000000000000000000e+00,7.002630728936891369e-02
-4.617762085609785488e-02,-8.768460675773305513e-02,7.829099923228376515e-04,1.396749241955837825e-04,-7.294481450424681614e-05,6.799116997792494788e-01,2.000000000000000000e+00,9.910077159229291333e-02
-6.800294460661808482e-02,2.954945919228490689e-02,7.874662004291744632e-04,-8.384478677545432199e-05,-1.947245831747899947e-04,1.699779249448123697e-01,2.000000000000000000e+00,7.414560684037375948e-02
1.169311267303589814e-02,8.662551022489446695e-02,7.848810977093322386e-04,-1.789835018762546567e-04,2.497656946646225284e-05,1.699779249448123697e-01,2.000000000000000000e+00,8.741114291500602651e-02
-9.080741085260661191e-03,-5.090920357796954732e-02,7.931261666155485154e-04,2.992668333242461056e-04,-5.563017772391523640e-05,6.799116997792494788e-01,2.000000000000000000e+00,5.171273409519833164e-02
3.618860252546660800e-02,6.473674299240315955e-02,7.874625827872941755e-04,-1.847167215626260264e-04,1.041006390776417817e-04,1.699779249448123697e-01,2.000000000000000000e+00,7.416509182904493236e-02
8.776336646771334959e-02,-3.689035925784252962e-02,7.835404681624726520e-04,6.344972788275200532e-05,1.526189951338817463e-04,1.699779249448123697e-01,2.000000000000000000e+00,9.520140282537248311e-02
3.199535726958861043e-02,7.780104720658152784e-02,7.854837954506077406e-04,-1.728304006746345675e-04,7.016186165842727511e-05,1.699779249448123697e-01,2.000000000000000000e+00,8.412315872130185501e-02
5.964337502535099061e-02,4.766801300196141233e-02,7.870059150525215118e-04,-1.278864547028327745e-04,1.624112096632227649e-04,1.699779249448123697e-01,2.000000000000000000e+00,7.635163159991949222e-02
-9.755742869090479330e-02,1.441996181331263883e-03,7.831545526982661588e-04,-2.553866271890226926e-06,-1.620051526466788577e-04,6.799116997792494788e-01,2.000000000000000000e+00,9.756808518039056244e-02
-9.365468047362197901e-02,-1.156216443785460998e-02,7.836791096369458056e-04,1.938341725062467017e-05,-1.664875729121935910e-04,1.699779249448123697e-01,2.000000000000000000e+00,9.436568667213851569e-02
-7.002571170259205835e-02,-3.607943211512304807e-03,7.883438118052782167e-04,1.018872555750889805e-05,-2.248263413807431645e-04,1.699779249448123697e-01,2.000000000000000000e+00,7.011859634698940080e-02
-7.480248710232528797e-02,3.144361522815893734e-02,7.860498703461906616e-04,-7.549910904184285992e-05,-1.787291969352287609e-04,1.699779249448123697e-01,2.000000000000000000e+00,8.114254750320604170e-02
7.853108652705041715e-02,-2.559368979727920553e-03,7.865555450012497304e-04,6.838959686338283527e-06,2.007968419935459510e-04,1.699779249448123697e-01,2.000000000000000000e+00,7.857278104212343794e-02
-8.478114421837291970e-02,7.326413575885691934e-03,7.853027497013673761e-04,-1.682109760085215787e-05,-1.849006167009590662e-04,1.699779249448123697e-01,2.000000000000000000e+00,8.509711364588971871e-02
-7.007377367561215542e-02,9.772448262833167976e-03,7.882022973025338284e-04,-3.046138527490235945e-05,-2.193507213863468903e-04,1.699779249448123697e-01,2.000000000000000000e+00,7.075192225085243092e-02
-5.802188482140384351e-02,3.106442318015754933e-02,7.893379176538022112e-04,-1.130753766332887224e-04,-2.110537239015253664e-04,1.699779249448123697e-01,2.000000000000000000e+00,6.581441715721687846e-02
8.827285578714423597e-02,3.940738123243612417e-02,7.833000883828036918e-04,-6.689382290463074718e-05,1.483434704512653186e-04,1.699779249448123697e-01,2.000000000000000000e+00,9.666974068661052244e-02
-8.100639579920648758e-02,-5.354458502837704248e-02,7.832298611617587430e-04,8.818190036365693661e-05,-1.350742356716721473e-04,6.799116997792494788e-01,2.000000000000000000e+00,9.710334055138782061e-02
1.296300585249701362e-02,9.304236735209918396e-02,7.837497758394255075e-04,-1.658031959521750164e-04,2.362048762656235963e-05,1.699779249448123697e-01,2.000000000000000000e+00,9.394105408826773640e-02
-6.436014574379675390e-02,-7.546061801079720355e-02,7.828975827181919051e-04,1.203199993402974556e-04,-1.022602082154253702e-04,6.799116997792494788e-01,2.000000000000000000e+00,9.917929839807403114e-02
8.538197689275051072e-02,2.823746563049668243e-02,7.844353339891481803e-04,-5.393589956780356614e-05,1.664859923594253898e-04,1.699779249448123697e-01,2.000000000000000000e+00,8.993017537705386144e-02
9.012706252077043456e-02,-1.058852282389463779e-02,7.842932803477674960e-04,2.081366083992342115e-05,1.722331260951137232e-04,1.699779249448123697e-01,2.000000000000000000e+00,9.074692399313048774e-02
-8.894725478128182039e-02,1.754455917353149944e-02,7.843077131317035752e-04,-3.336383947972227385e-05,-1.712219006642982347e-04,1.699779249448123697e-01,2.000000000000000000e+00,9.066104835992030986e-02
6.226052810905936125e-02,-4.720364256758506627e-02,7.866437612521859184e-04,1.215603255896841419e-04,1.592576661992131421e-04,1.699779249448123697e-01,2.000000000000000000e+00,7.813166600084309188e-02
-7.605800201976893604e-02,1.177165186445233887e-02,7.868798342083993926e-04,-3.104798552469528814e-05,-1.996180067384976844e-04,1.699779249448123697e-01,2.000000000000000000e+00,7.696357228492606284e-02
6.093123372239868385e-02,2.427100797626562806e-02,7.893927136853079885e-04,-8.732046600921083165e-05,2.242186209140544797e-04,1.699779249448123697e-01,2.000000000000000000e+00,6.558732401247610588e-02
3.754285876840787739e-02,-7.698491873860789647e-02,7.852002274044663551e-04,1.633787474988450958e-04,7.935645890881861027e-05,1.699779249448123697e-01,2.000000000000000000e+00,8.565129279640022741e-02
-4.079557641653977496e-02,-5.482355301884193205e-02,7.887470854616960040e-04,1.826997662662673504e-04,-1.351811548752349297e-04,1.699779249448123697e-01,2.000000000000000000e+00,6.833667405403563710e-02
1.319807944385803337e-02,-6.526387800124407168e-02,7.891556505106177462e-04,2.320803841080273542e-04,4.527489345415703330e-05,1.699779249448123697e-01,2.000000000000000000e+00,6.658500636605554912e-02
-7.472026371361489838e-02,3.621591495859596832e-02,7.856879096434542849e-04,-8.222169734104425452e-05,-1.706209690052007215e-04,1.699779249448123697e-01,2.000000000000000000e+00,8.303439230656421699e-02
-4.833508001319132552e-02,-5.690859295226177034e-02,7.873568082679644007e-04,1.583044995277492777e-04,-1.363254509843826441e-04,1.699779249448123697e-01,2.000000000000000000e+00,7.466503808133914677e-02
3.983444318476989793e-02,-5.054346349548160394e-02,7.896913845763248044e-04,1.896540237080227248e-04,1.519640701118547550e-04,1.699779249448123697e-01,2.000000000000000000e+00,6.435390093816957535e-02
-6.310310024537099660e-02,-6.810593854480601061e-02,7.839338962253139097e-04,1.237854908480534545e-04,-1.145479283227088512e-04,1.699779249448123697e-01,2.000000000000000000e+00,9.284621761626174474e-02
-5.449546823796950351e-02,7.735966866676897979e-02,7.836356588008983569e-04,-1.351941987453999865e-04,-9.553724244377727022e-05,1.699779249448123697e-01,2.000000000000000000e+00,9.462702782349143027e-02
-3.201968288909752547e-02,-5.227318916294464157e-02,7.904540785669489584e-04,2.169853602655325453e-04,-1.300881194158253645e-04,1.699779249448123697e-01,2.000000000000000000e+00,6.130046001118880789e-02
-2.383959885946314305e-02,-4.458672753432217639e-02,7.934799397853573195e-04,2.745671291690749880e-04,-1.474029738152247569e-04,6.799116997792494788e-01,2.000000000000000000e+00,5.055989266206960264e-02
6.869719870235693748e-02,-1.736863997033709014e-02,7.881783106313522934e-04,5.363979153903251256e-05,2.139698366195829889e-04,1.699779249448123697e-01,2.000000000000000000e+00,7.085883687988607516e-02
-6.342657129841251795e-02,6.677126119022346040e-02,7.840613262840869478e-04,-1.253745661583237098e-04,-1.178266393256549501e-04,1.699779249448123697e-01,2.000000000000000000e+00,9.209414350329583887e-02
-8.357625170289377514e-02,4.253015574920906289e-02,7.837774492324952116e-04,-7.666051302515870596e-05,-1.493409590996568482e-04,1.699779249448123697e-01,2.000000000000000000e+00,9.377528457305493725e-02
2.263047738796910083e-02,-5.500299554626992410e-02,7.909289510922504077e-04,2.449026503047566799e-04,1.025072506746716665e-04,1.699779249448123697e-01,2.000000000000000000e+00,5.947661747166166357e-02
-9.108586107330880755e-02,-3.299268313849406265e-03,7.842242083327731570e-04,6.574490618346533847e-06,-1.732043625688077038e-04,1.699779249448123697e-01,2.000000000000000000e+00,9.114559374359730570e-02
-4.890040969545140365e-03,-5.782619435979590578e-02,7.913154740308120079e-04,2.703987249730830668e-04,-2.639828582027498667e-05,1.699779249448123697e-01,2.000000000000000000e+00,5.803258786940938829e-02
-7.131013306666426910e-02,1.844815297498926185e-02,7.875702047959350083e-04,-5.223458916521811946e-05,-2.063714500763603294e-04,1.699779249448123697e-01,2.000000000000000000e+00,7.365778591685993859e-02
2.149938550352835723e-02,9.760813380840781261e-02,7.827761349093660150e-04,-1.547047064549689612e-04,3.361490136339547607e-05,6.799116997792494788e-01,2.000000000000000000e+00,9.994784321129381033e-02
-1.892342468893729816e-03,-6.277619145991771010e-02,7.900732027760182762e-04,2.497848157313111860e-04,-6.714048556453593728e-06,1.699779249448123697e-01,2.000000000000000000e+00,6.280470662483683686e-02
4.106289287589388187e-02,4.436852147632443233e-02,7.906732062087163185e-04,-1.886523623222915633e-04,1.779075568410827546e-04,1.699779249448123697e-01,2.000000000000000000e+00,6.045433705973624061e-02
2.390727878300364512e-02,7.141039500865890843e-02,7.872223419565257778e-04,-1.967851089775249959e-04,6.532182491501923455e-05,1.699779249448123697e-01,2.000000000000000000e+00,7.530605881402208102e-02
-5.909150296294140431e-02,-6.046245299650560012e-02,7.854056853674623064e-04,1.320423180548713877e-04,-1.308868981135058267e-04,1.699779249448123697e-01,2.000000000000000000e+00,8.454297099566564222e-02
-1.671631847871148753e-03,-9.743696174996725745e-02,7.831736980173490716e-04,1.622301621102659088e-04,-1.582795298025243278e-06,6.799116997792494788e-01,2.000000000000000000e+00,9.745129998157746332e-02
7.832567956615946181e-02,-6.100202055667556383e-02,7.828820215080445214e-04,9.669119499033644485e-05,1.245805945236014951e-04,6.799116997792494788e-01,2.000000000000000000e+00,9.927818789390627230e-02
-7.775693440869516429e-03,5.442282026823930252e-02,7.921645084382713435e-04,-2.850982821751323407e-04,-3.803141383730484029e-05,1.699779249448123697e-01,2.000000000000000000e+00,5.497549248924887833e-02
4.563847487900252881e-02,3.810657411560301744e-02,7.909341627702209943e-04,-1.642083493867273376e-04,2.025441423774475367e-04,1.699779249448123697e-01,2.000000000000000000e+00,5.945570939875573224e-02
8.833874629423821290e-02,-2.503598824456840233e-02,7.841087523267886977e-04,4.680656478240573768e-05,1.639137012249292384e-04,1.699779249448123697e-01,2.000000000000000000e+00,9.181794380304948711e-02
3.803162431255013159e-02,5.552780109261035851e-02,7.889863510831124360e-04,-1.944720886074938237e-04,1.334883983258728485e-04,1.699779249448123697e-01,2.000000000000000000e+00,6.730335164040089635e-02
3.086654042825203240e-02,9.046338833079815844e-02,7.834775226961403650e-04,-1.560172620671124979e-04,5.406342135286678252e-05,1.699779249448123697e-01,2.000000000000000000e+00,9.558434990257402841e-02
-2.220134065716438537e-02,8.356434587934434555e-02,7.850524367182189385e-04,-1.764751068037707362e-04,-4.638081414118990246e-05,1.699779249448123697e-01,2.000000000000000000e+00,8.646328370596477464e-02
-5.680016345860192106e-02,-1.061025206727825299e-02,7.913826737383283447e-04,4.907392356351996852e-05,-2.682856818641064615e-04,1.699779249448123697e-01,2.000000000000000000e+00,5.778266191389143380e-02
6.929089877605876246e-02,-6.279124926083277936e-02,7.838224395602617694e-04,1.132767852119443927e-04,1.232850006734306271e-04,1.699779249448123697e-01,2.000000000000000000e+00,9.350919546723762688e-02
4.093872180721134374e-03,-6.169208264136077230e-02,7.903197880607412771e-04,2.550410818819642757e-04,1.448255165168924182e-05,1.699779249448123697e-01,2.000000000000000000e+00,6.182776762960611600e-02
-1.957996153019968613e-02,-7.275191108536809004e-02,7.872148371431710295e-04,1.998835280939571378e-04,-5.363018063629502487e-05,1.699779249448123697e-01,2.000000000000000000e+00,7.534066272669363851e-02
3.691541644512659481e-02,7.265424277272355957e-02,7.859814623841492476e-04,-1.738411536227332864e-04,8.776940273602927859e-05,1.699779249448123697e-01,2.000000000000000000e+00,8.149470512981181469e-02
-4.952328863364906936e-02,6.167000892662797412e-02,7.864519210484601256e-04,-1.546155213906987458e-04,-1.233708409680747795e-04,1.699779249448123697e-01,2.000000000000000000e+00,7.909327479692625229e-02
-8.663897352790983497e-02,1.182836138878794706e-02,7.848754650346421785e-04,-2.390176824353764707e-05,-1.768404831027307195e-04,1.699779249448123697e-01,2.000000000000000000e+00,8.744267760718235638e-02
5.166516290184368365e-02,6.874490129344409950e-02,7.851378900981207396e-04,-1.463201764448892391e-04,1.105983928385538556e-04,1.699779249448123697e-01,2.000000000000000000e+00,8.599506097165939000e-02
-1.462436185046102170e-02,9.862273106098408404e-02,7.828151103145301534e-04,-1.566587007630723292e-04,-2.305156582822235695e-05,6.799116997792494788e-01,2.000000000000000000e+00,9.970112858669361033e-02
-3.582894939071639556e-02,9.333783104796734842e-02,7.827713748603364876e-04,-1.474795465160329787e-04,-5.743239962197766856e-05,6.799116997792494788e-01,2.000000000000000000e+00,9.997831924563151118e-02
5.563796904396459825e-02,5.725261496586985660e-02,7.863054888776601975e-04,-1.409031100660637149e-04,1.379341949768535486e-04,1.699779249448123697e-01,2.000000000000000000e+00,7.983386198704975345e-02
-5.389093733830008920e-02,-1.760000071039468511e-02,7.916815175752429977e-04,8.618275682923880155e-05,-2.625388759820617215e-04,1.699779249448123697e-01,2.000000000000000000e+00,5.669209073765475726e-02
-2.487424501519084133e-02,-8.567436417732927911e-02,7.845609161412118397e-04,1.698357631259062332e-04,-4.907858785106389483e-05,1.699779249448123697e-01,2.000000000000000000e+00,8.921224547261093207e-02
8.970551978379179281e-02,4.216515512771367574e-02,7.829069866584579401e-04,-6.633331259867855385e-05,1.430551223473431992e-04,6.799116997792494788e-01,2.000000000000000000e+00,9.912104008042096903e-02
-6.941912480901918370e-02,8.272425156353509917e-03,7.883893812309517718e-04,-2.575336654143834067e-05,-2.259371327597125678e-04,1.699779249448123697e-01,2.000000000000000000e+00,6.991028470273635831e-02
1.551696911813045532e-02,-7.561937789461634085e-02,7.868332894495244818e-04,1.993105974721202955e-04,4.034364893727594156e-05,1.699779249448123697e-01,2.000000000000000000e+00,7.719499105370636327e-02
-9.522113142461093938e-04,-7.539840999470043270e-02,7.872020013431719684e-04,2.097505491416054276e-04,-4.675771316801517535e-06,1.699779249448123697e-01,2.000000000000000000e+00,7.540442252358889319e-02
2.135670498306056764e-02,-4.929031153729387937e-02,7.925277025781004171e-04,2.659824121569368915e-04,1.164185037743719318e-04,1.699779249448123697e-01,2.000000000000000000e+00,5.371818741522250973e-02
-8.229241345838902988e-02,2.774782732700691382e-02,7.849838355007622732e-04,-5.652236186427878821e-05,-1.725502390990484415e-04,1.699779249448123697e-01,2.000000000000000000e+00,8.684459242909624288e-02
3.078260642005319070e-02,-6.482641325109395058e-02,7.879791902649885098e-04,1.963496695607951678e-04,9.384193346935453277e-05,1.699779249448123697e-01,2.000000000000000000e+00,7.176372839403975801e-02
5.323866657447140147e-03,9.152942425007376537e-02,7.841316007701421616e-04,-1.712879383657828377e-04,1.032588471140336028e-05,1.699779249448123697e-01,2.000000000000000000e+00,9.168412654181894161e-02
-5.996064856999090698e-02,7.173298535318980984e-02,7.838249856581336935e-04,-1.290632715814822725e-04,-1.085101491285040770e-04,1.699779249448123697e-01,2.000000000000000000e+00,9.349278348950199047e-02
4.153836230306897498e-02,8.326941429278111872e-02,7.838984176899088056e-04,-1.520087449682010856e-04,7.624795951970212695e-05,1.699779249448123697e-01,2.000000000000000000e+00,9.305498857924728029e-02
-7.344020028232914332e-02,1.521617454521617327e-02,7.872860090340398978e-04,-4.116646172995389128e-05,-2.033649798726103923e-04,1.699779249448123697e-01,2.000000000000000000e+00,7.499996656865323685e-02
-5.457336942044448136e-02,4.396976196099364187e-02,7.883515023977921655e-04,-1.413998480228189920e-04,-1.734857534001836262e-04,1.699779249448123697e-01,2.000000000000000000e+00,7.008275548811382372e-02
5.132927678980619794e-03,8.994336496343278975e-02,7.844072633085747998e-04,-1.741231945577950452e-04,1.070831154972023286e-05,1.699779249448123697e-01,2.000000000000000000e+00,9.008970999788440404e-02
1.032141720819618929e-03,-9.224616760217503597e-02,7.840348619942208701e-04,1.704413813703029219e-04,2.892949909028164231e-06,1.699779249448123697e-01,2.000000000000000000e+00,9.225194173468884151e-02
-3.070838887007383208e-02,7.239769126802023114e-02,7.865416011612431577e-04,-1.851067000848259799e-04,-7.879456618259796184e-05,1.699779249448123697e-01,2.000000000000000000e+00,7.864115238178576162e-02
-1.369463719434675653e-02,9.492201830259135165e-02,7.834247744663735318e-04,-1.615535855425794464e-04,-2.387219874058734619e-05,1.699779249448123697e-01,2.000000000000000000e+00,9.590481034089100298e-02
4.071004721059520021e-02,4.384070342387651892e-02,7.908355542414419528e-04,-1.886523623222915633e-04,1.779075568410827546e-04,1.699779249448123697e-01,2.000000000000000000e+00,5.982737852011558999e-02
-8.839866707207351404e-02,3.575879622306808031e-02,7.835151456682377079e-04,-6.284001711611912459e-05,-1.513767319936506388e-04,1.699779249448123697e-01,2.000000000000000000e+00,9.535730620902732602e-02
-1.853941254147587273e-02,5.363771462232593684e-02,7.916654583895226189e-04,-2.625986980229487499e-04,-9.271878221909845641e-05,1.699779249448123697e-01,2.000000000000000000e+00,5.675133696477212275e-02
-4.116354847506006887e-02,4.423803445397393730e-02,7.906795912131160849e-04,-1.891814989059869341e-04,-1.766793549241882453e-04,1.699779249448123697e-01,2.000000000000000000e+00,6.042715792927551982e-02
7.086241712843374674e-03,8.033420988558898079e-02,7.861461958524550674e-04,-1.946849402138304652e-04,1.688718588538449389e-05,1.699779249448123697e-01,2.000000000000000000e+00,8.064614125644639642e-02
4.527044780331597115e-03,-5.464333872451870855e-02,7.922056907184858070e-04,2.851782077516530384e-04,2.446926344612003414e-05,1.699779249448123697e-01,2.000000000000000000e+00,5.483054442010960872e-02
4.869374162316342930e-02,-2.291228463592029710e-02,7.925001552326509709e-04,1.216755301930665367e-04,2.670229339665373611e-04,1.699779249448123697e-01,2.000000000000000000e+00,5.381499103875079376e-02
-5.003466600385859248e-02,6.502146761719003508e-04,7.936408625750716699e-04,-4.611258469260174023e-06,-3.090906367825982598e-04,6.799116997792494788e-01,2.000000000000000000e+00,5.003889068757211983e-02
-4.731760496924216491e-02,-5.944257066851772742e-02,7.870837251353011424e-04,1.607492173897044521e-04,-1.294575046953226746e-04,1.699779249448123697e-01,2.000000000000000000e+00,7.597614722863337000e-02
6.121113514300069447e-02,-6.754906397720868150e-02,7.842221281861392213e-04,1.273129946888070191e-04,1.146168999280849888e-04,1.699779249448123697e-01,2.000000000000000000e+00,9.115744132922844190e-02
5.254653472630840122e-02,-3.864134524480187225e-04,7.928729120946016902e-04,3.978676712376966011e-06,3.034935859709929221e-04,6.799116997792494788e-01,2.000000000000000000e+00,5.254795549875720256e-02
-6.501897662867632544e-02,-5.625357523441116420e-02,7.851411174354789267e-04,1.174907168484859682e-04,-1.379551308686422200e-04,1.699779249448123697e-01,2.000000000000000000e+00,8.597634586613876750e-02
7.167663850387401281e-02,-5.946355500141548706e-02,7.838856929545366409e-04,1.075995865862543666e-04,1.305943546655449154e-04,1.699779249448123697e-01,2.000000000000000000e+00,9.313138504618836966e-02
5.148395927248836795e-02,-3.330778140259108705e-02,7.904499811721462776e-04,1.372845567223022600e-04,2.174708579571303787e-04,1.699779249448123697e-01,2.000000000000000000e+00,6.131889076242356268e-02
1.545394353150586486e-02,-5.798839229091939940e-02,7.907876098316493066e-04,2.539859876247660690e-04,6.743170443446452130e-05,1.699779249448123697e-01,2.000000000000000000e+00,6.001231549574247842e-02
-9.179917337514219289e-02,2.299824058041410879e-02,7.836338267409651264e-04,-4.111923094969966916e-05,-1.593147736558880509e-04,1.699779249448123697e-01,2.000000000000000000e+00,9.463618389471345482e-02
8.128410008757026850e-02,4.545689878972795916e-02,7.838860373398041231e-04,-8.127209452446120593e-05,1.478235036648690320e-04,1.699779249448123697e-01,2.000000000000000000e+00,9.313127602811910322e-02
8.048450240313870241e-02,8.019234371220396521e-03,7.861005383032975248e-04,-1.939406493265203644e-05,1.931046765911273487e-04,1.699779249448123697e-01,2.000000000000000000e+00,8.088302199461518127e-02
-9.202077430239929967e-02,1.327313796702740863e-02,7.839124583732296706e-04,-2.384721052509198533e-05,-1.665057865867058777e-04,1.699779249448123697e-01,2.000000000000000000e+00,9.297310952476987855e-02
-5.649419662184283764e-02,2.018992009957448330e-03,7.917258972678863603e-04,-1.050220624865079639e-05,-2.743143943144802678e-04,1.699779249448123697e-01,2.000000000000000000e+00,5.653026252091627318e-02
-6.171637142608687315e-02,4.061650997486056236e-02,7.875217919059856759e-04,-1.163357126611569382e-04,-1.768094868074600865e-04,1.699779249448123697e-01,2.000000000000000000e+00,7.388241593600373969e-02
