r_m,r_cm,A_Wb_per_m,Btheta_T,region_id,weight
4.950000000000000233e-02,4.950000000000000178e+00,7.939273166581810575e-04,3.110203172128819522e-04,1.000000000000000000e+00,5.000000000000000000e+00
5.000000000000000278e-02,5.000000000000000000e+00,7.937710211080893164e-04,3.125936920622335367e-04,1.000000000000000000e+00,5.000000000000000000e+00
5.050000000000000322e-02,5.050000000000000711e+00,7.936147229661188237e-04,3.110564007687300898e-04,2.000000000000000000e+00,5.000000000000000000e+00
5.100000000000000366e-02,5.100000000000000533e+00,7.934599647073205860e-04,3.080066809253145517e-04,2.000000000000000000e+00,1.000000000000000000e+00
5.150000000000000411e-02,5.150000000000000355e+00,7.933067162851935089e-04,3.050161831708288955e-04,2.000000000000000000e+00,1.000000000000000000e+00
5.200000000000000455e-02,5.200000000000000178e+00,7.931549485241497568e-04,3.020831990154802848e-04,2.000000000000000000e+00,1.000000000000000000e+00
5.500000000000000028e-02,5.500000000000000000e+00,7.922739036633545629e-04,2.856052330806000956e-04,2.000000000000000000e+00,1.000000000000000000e+00
5.999999999999999778e-02,6.000000000000000000e+00,7.909071407889699820e-04,2.618039330077209553e-04,2.000000000000000000e+00,1.000000000000000000e+00
6.500000000000000222e-02,6.500000000000000000e+00,7.896498396003714471e-04,2.416645482735061811e-04,2.000000000000000000e+00,1.000000000000000000e+00
7.000000000000000666e-02,7.000000000000000888e+00,7.884857596307511072e-04,2.244023375319460615e-04,2.000000000000000000e+00,1.000000000000000000e+00
7.499999999999999722e-02,7.500000000000000000e+00,7.874020264435693198e-04,2.094418373704396059e-04,2.000000000000000000e+00,1.000000000000000000e+00
8.000000000000000167e-02,8.000000000000000000e+00,7.863882612465972243e-04,1.963514583435981464e-04,2.000000000000000000e+00,1.000000000000000000e+00
8.500000000000000611e-02,8.500000000000000000e+00,7.854359748332740169e-04,1.848011664849030203e-04,2.000000000000000000e+00,1.000000000000000000e+00
8.999999999999999667e-02,9.000000000000000000e+00,7.845381350146251199e-04,1.745342719151495828e-04,2.000000000000000000e+00,1.000000000000000000e+00
9.500000000000000111e-02,9.500000000000000000e+00,7.836888511593063890e-04,1.653481268383331611e-04,2.000000000000000000e+00,1.000000000000000000e+00
9.800000000000000377e-02,9.800000000000000711e+00,7.832004824526401848e-04,1.602863825652570508e-04,2.000000000000000000e+00,1.000000000000000000e+00
9.850000000000000422e-02,9.849999999999999645e+00,7.831205437082740381e-04,1.594727355963379588e-04,2.000000000000000000e+00,1.000000000000000000e+00
9.900000000000000466e-02,9.900000000000000355e+00,7.830410097170438467e-04,1.586673074415030323e-04,2.000000000000000000e+00,1.000000000000000000e+00
9.950000000000000511e-02,9.950000000000001066e+00,7.829618764008325349e-04,1.578699741958511751e-04,2.000000000000000000e+00,5.000000000000000000e+00
1.000000000000000056e-01,1.000000000000000000e+01,7.828831397428479954e-04,7.842269310658256387e-02,3.000000000000000000e+00,5.000000000000000000e+00
1.005000000000000060e-01,1.005000000000000071e+01,7.045391832942499068e-04,1.562991091431084056e-01,3.000000000000000000e+00,5.000000000000000000e+00
1.010000000000000064e-01,1.010000000000000142e+01,6.265840305997394475e-04,1.555253416720107362e-01,3.000000000000000000e+00,3.000000000000000000e+00
1.015000000000000069e-01,1.015000000000000036e+01,5.490138416222390197e-04,1.547591976651851720e-01,3.000000000000000000e+00,3.000000000000000000e+00
1.020000000000000073e-01,1.020000000000000107e+01,4.718248329345541480e-04,1.540005650101485546e-01,3.000000000000000000e+00,3.000000000000000000e+00
1.025000000000000078e-01,1.025000000000000000e+01,3.950132766120903233e-04,1.532493337820444446e-01,3.000000000000000000e+00,3.000000000000000000e+00
1.030000000000000082e-01,1.030000000000000071e+01,3.185754991525095595e-04,1.525053961905435962e-01,3.000000000000000000e+00,3.000000000000000000e+00
1.035000000000000087e-01,1.035000000000000142e+01,2.425078804215465814e-04,1.517686465282826747e-01,3.000000000000000000e+00,3.000000000000000000e+00
1.040000000000000091e-01,1.040000000000000036e+01,1.668068526242267571e-04,1.510389811207914212e-01,3.000000000000000000e+00,5.000000000000000000e+00
1.044999999999999957e-01,1.044999999999999929e+01,9.146889930075709815e-05,1.503162982778575851e-01,3.000000000000000000e+00,5.000000000000000000e+00
1.049999999999999961e-01,1.050000000000000000e+01,1.649055434637112697e-05,7.505296710767779544e-02,3.000000000000000000e+00,5.000000000000000000e+00
1.054999999999999966e-01,1.054999999999999893e+01,1.641593219307922979e-05,1.488914831639711342e-04,4.000000000000000000e+00,5.000000000000000000e+00
1.059999999999999970e-01,1.059999999999999964e+01,1.634166286320715570e-05,1.481891570153405491e-04,4.000000000000000000e+00,1.000000000000000000e+00
1.064999999999999974e-01,1.065000000000000036e+01,1.626774303606388911e-05,1.474934255879627447e-04,4.000000000000000000e+00,1.000000000000000000e+00
1.069999999999999979e-01,1.069999999999999929e+01,1.619416943761919282e-05,1.468041964304514122e-04,4.000000000000000000e+00,1.000000000000000000e+00
1.100000000000000006e-01,1.100000000000000000e+01,1.575982096808355653e-05,1.428004036776012490e-04,4.000000000000000000e+00,1.000000000000000000e+00
1.150000000000000050e-01,1.150000000000000000e+01,1.506157546474144507e-05,1.365916304567276840e-04,4.000000000000000000e+00,1.000000000000000000e+00
1.199999999999999956e-01,1.200000000000000000e+01,1.439305161429803989e-05,1.309002620430040596e-04,4.000000000000000000e+00,1.000000000000000000e+00
1.250000000000000000e-01,1.250000000000000000e+01,1.375182211468971749e-05,1.256642088003529520e-04,4.000000000000000000e+00,1.000000000000000000e+00
1.300000000000000044e-01,1.300000000000000000e+01,1.313574538317682602e-05,1.208309335364199811e-04,4.000000000000000000e+00,1.000000000000000000e+00
1.350000000000000089e-01,1.350000000000000000e+01,1.254292240139762951e-05,1.163556824911962277e-04,4.000000000000000000e+00,1.000000000000000000e+00
1.400000000000000133e-01,1.400000000000000178e+01,1.197166141245342634e-05,1.122000954090681004e-04,4.000000000000000000e+00,1.000000000000000000e+00
1.449999999999999900e-01,1.449999999999999822e+01,1.142044881564305439e-05,1.083311031888333496e-04,4.000000000000000000e+00,1.000000000000000000e+00
1.499999999999999944e-01,1.500000000000000000e+01,1.088792499737174785e-05,1.047200460086024864e-04,4.000000000000000000e+00,1.000000000000000000e+00
1.549999999999999989e-01,1.550000000000000000e+01,1.037286412651147738e-05,1.013419621395652621e-04,4.000000000000000000e+00,1.000000000000000000e+00
1.600000000000000033e-01,1.600000000000000000e+01,9.874157158591125730e-06,9.817501010969571513e-05,4.000000000000000000e+00,1.000000000000000000e+00
1.650000000000000078e-01,1.650000000000000000e+01,9.390797456058600312e-06,9.519999593056602488e-05,4.000000000000000000e+00,1.000000000000000000e+00
1.700000000000000122e-01,1.700000000000000000e+01,8.921868555798695785e-06,9.239998375599609221e-05,4.000000000000000000e+00,1.000000000000000000e+00
1.750000000000000167e-01,1.750000000000000000e+01,8.466533710271486609e-06,8.975997328613351039e-05,4.000000000000000000e+00,1.000000000000000000e+00
1.799999999999999933e-01,1.800000000000000000e+01,8.024026902354333500e-06,8.726663093806632013e-05,4.000000000000000000e+00,1.000000000000000000e+00
1.849999999999999978e-01,1.850000000000000000e+01,7.593645091519241156e-06,8.490806461133605090e-05,4.000000000000000000e+00,1.000000000000000000e+00
1.900000000000000022e-01,1.900000000000000000e+01,7.174741494244606236e-06,8.267363401690325437e-05,4.000000000000000000e+00,1.000000000000000000e+00
1.950000000000000067e-01,1.950000000000000000e+01,6.766719737412689558e-06,8.055379018698329604e-05,4.000000000000000000e+00,1.000000000000000000e+00
2.000000000000000111e-01,2.000000000000000000e+01,6.369028752034809278e-06,7.853993905834981274e-05,4.000000000000000000e+00,1.000000000000000000e+00
2.050000000000000155e-01,2.050000000000000000e+01,5.981158297584140424e-06,7.662432501958193055e-05,4.000000000000000000e+00,1.000000000000000000e+00
2.099999999999999922e-01,2.100000000000000000e+01,5.602635025730475966e-06,7.479993109440638240e-05,4.000000000000000000e+00,1.000000000000000000e+00
2.149999999999999967e-01,2.150000000000000000e+01,5.233019007300269515e-06,7.306039305315378081e-05,4.000000000000000000e+00,1.000000000000000000e+00
2.200000000000000011e-01,2.200000000000000000e+01,4.871900658547752015e-06,7.139992523641647954e-05,4.000000000000000000e+00,1.000000000000000000e+00
2.250000000000000056e-01,2.250000000000000000e+01,4.518898012880294277e-06,6.981325626894853008e-05,4.000000000000000000e+00,1.000000000000000000e+00
2.300000000000000100e-01,2.300000000000000000e+01,4.173654292470264387e-06,6.829557315878704259e-05,4.000000000000000000e+00,1.000000000000000000e+00
2.350000000000000144e-01,2.350000000000000000e+01,3.835835741047090510e-06,6.684247253274580981e-05,4.000000000000000000e+00,1.000000000000000000e+00
2.399999999999999911e-01,2.400000000000000000e+01,3.505129684869434652e-06,6.544991796746369675e-05,4.000000000000000000e+00,1.000000000000000000e+00
2.449999999999999956e-01,2.450000000000000000e+01,3.181242793641550633e-06,6.411420254533415914e-05,4.000000000000000000e+00,1.000000000000000000e+00
2.500000000000000000e-01,2.500000000000000000e+01,2.863899517132060123e-06,6.283191590369039661e-05,4.000000000000000000e+00,1.000000000000000000e+00
2.550000000000000044e-01,2.550000000000000000e+01,2.552840676614654221e-06,6.159991516063315152e-05,4.000000000000000000e+00,1.000000000000000000e+00
2.600000000000000089e-01,2.600000000000000000e+01,2.247822193088886613e-06,6.041529919558239576e-05,4.000000000000000000e+00,1.000000000000000000e+00
2.650000000000000133e-01,2.650000000000000000e+01,1.948613936645759298e-06,5.927538584145854617e-05,4.000000000000000000e+00,1.000000000000000000e+00
2.700000000000000178e-01,2.700000000000000000e+01,1.654998683388708102e-06,5.817769161111663865e-05,4.000000000000000000e+00,1.000000000000000000e+00
2.750000000000000222e-01,2.750000000000000355e+01,1.366771168066654509e-06,5.711991363542730915e-05,4.000000000000000000e+00,1.000000000000000000e+00
2.800000000000000266e-01,2.800000000000000355e+01,1.083737222069869018e-06,5.609991353659191305e-05,4.000000000000000000e+00,1.000000000000000000e+00
2.850000000000000311e-01,2.850000000000000355e+01,8.057129877216765864e-07,5.511570299901962346e-05,4.000000000000000000e+00,1.000000000000000000e+00
2.899999999999999800e-01,2.899999999999999645e+01,5.325242009033954679e-07,5.416543083285357189e-05,4.000000000000000000e+00,1.000000000000000000e+00
2.949999999999999845e-01,2.950000000000000000e+01,2.640055350026212451e-07,5.324737135310587916e-05,4.000000000000000000e+00,1.000000000000000000e+00
2.979999999999999871e-01,2.979999999999999716e+01,1.050703556871823101e-07,5.271132323211618671e-05,4.000000000000000000e+00,1.000000000000000000e+00
2.984999999999999876e-01,2.984999999999999787e+01,7.873680452550009011e-08,5.262302943439086571e-05,4.000000000000000000e+00,1.000000000000000000e+00
2.989999999999999880e-01,2.989999999999999858e+01,5.244732625279139576e-08,5.253503093426828744e-05,4.000000000000000000e+00,1.000000000000000000e+00
2.994999999999999885e-01,2.994999999999999929e+01,2.620177359123176235e-08,5.244732625279135160e-05,4.000000000000000000e+00,1.000000000000000000e+00
2.999999999999999889e-01,3.000000000000000000e+01,0.000000000000000000e+00,5.240354718246347616e-05,4.000000000000000000e+00,5.000000000000000000e+00
